HM Revenue & Customs
District Heating - kWh
"**Please note: empty cells representing half-hourly consumption mean that there is no data available for that time; numbers followed by an 'E' are unreliable numbers"

Site Name,Utility,Unit,Date,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,Total
"100 Parliament Street, London",District Heating,kWh,2011-02-01,350,350,340,350,350,360,350,350,350,350,340,360,370,440,480,730,750,710,680,650,630,600,570,570,550,530,530,520,520,510,490,480,470,460,460,460,470,480,480,470,480,300,250,260,270,250,260,260,21590
"100 Parliament Street, London",District Heating,kWh,2011-02-02,270,270,280,280,270,290,280,280,290,280,280,300,310,400,410,640,660,670,620,590,560,500,500,470,460,440,440,430,420,410,420,410,410,400,410,400,410,410,410,410,410,250,210,210,210,210,220,220,18330
"100 Parliament Street, London",District Heating,kWh,2011-02-03,220,220,230,230,240,230,240,240,250,240,240,260,260,350,350,550,570,550,540,540,500,480,470,450,420,400,390,380,380,360,360,360,370,370,350,370,420,380,450,400,400,260,220,220,220,210,210,210,16560
"100 Parliament Street, London",District Heating,kWh,2011-02-04,210,220,210,210,210,210,220,210,210,210,210,220,210,270,280,420,450,450,430,410,390,380,380,360,350,340,340,340,330,330,330,330,330,320,340,340,340,350,350,360,350,240,180,190,190,190,190,190,14120
"100 Parliament Street, London",District Heating,kWh,2011-02-05,190,190,190,190,180,190,190,190,190,190,200,190,190,190,200,290,350,340,350,340,330,330,320,320,310,310,310,300,300,290,300,290,300,290,300,300,300,300,300,300,310,210,180,190,190,200,200,190,12300
"100 Parliament Street, London",District Heating,kWh,2011-02-06,190,190,190,200,190,190,190,190,200,190,200,190,200,200,210,320,370,370,360,340,330,330,330,330,330,320,330,320,320,320,320,320,320,320,320,320,330,320,330,320,320,220,190,200,200,200,200,190,12880
"100 Parliament Street, London",District Heating,kWh,2011-02-07,200,200,200,190,200,200,210,200,210,210,200,210,220,390,280,440,470,470,470,430,420,390,390,390,380,360,350,350,340,330,320,320,310,340,340,360,360,360,390,380,390,250,200,210,200,210,200,210,14650
"100 Parliament Street, London",District Heating,kWh,2011-02-08,220,220,210,220,220,220,240,230,230,230,230,260,270,330,370,520,540,640,630,530,500,480,450,430,400,390,360,400,390,380,370,370,370,360,370,370,380,390,410,390,410,270,210,220,210,210,220,230,16500
"100 Parliament Street, London",District Heating,kWh,2011-02-09,220,220,220,220,220,220,210,220,220,210,210,220,220,290,300,440,460,470,460,450,420,410,400,370,370,350,350,350,360,360,360,350,360,370,360,370,370,370,380,380,390,270,200,210,200,200,210,200,14990
"100 Parliament Street, London",District Heating,kWh,2011-02-10,200,210,200,200,200,210,200,190,200,200,200,210,200,270,280,390,430,430,410,410,410,390,380,360,370,360,360,360,360,370,360,360,340,350,340,340,350,330,350,340,350,240,190,180,190,190,180,180,14120
"100 Parliament Street, London",District Heating,kWh,2011-02-11,190,190,190,190,180,190,200,200,190,190,190,200,210,260,290,380,420,430,420,400,390,380,350,360,340,340,320,330,330,320,320,320,330,330,320,320,320,320,330,340,340,230,190,190,190,190,190,190,13530
"100 Parliament Street, London",District Heating,kWh,2011-02-12,190,190,190,190,200,190,180,190,200,210,200,200,200,200,200,290,330,340,330,340,330,330,320,320,310,310,310,300,290,290,290,290,290,290,300,290,310,300,320,320,330,250,210,210,220,220,220,220,12550
"100 Parliament Street, London",District Heating,kWh,2011-02-13,220,240,220,220,220,220,220,220,220,210,220,220,230,220,240,370,430,420,410,400,390,390,380,380,380,370,360,360,360,360,370,370,370,370,380,370,380,370,380,380,380,250,210,220,220,220,220,220,14780
"100 Parliament Street, London",District Heating,kWh,2011-02-14,220,230,230,230,230,230,230,240,230,240,230,250,260,420,320,520,560,560,530,510,490,460,440,420,410,410,410,400,380,400,380,390,380,390,390,410,410,430,420,440,430,290,230,220,230,230,240,230,16830
"100 Parliament Street, London",District Heating,kWh,2011-02-15,240,240,240,230,240,240,240,240,230,240,240,250,270,340,360,550,590,570,550,530,510,490,480,450,440,450,450,450,450,450,440,430,430,430,430,430,420,430,430,430,440,270,220,210,230,220,240,220,17600
"100 Parliament Street, London",District Heating,kWh,2011-02-16,230,230,240,230,240,240,240,240,240,250,230,250,260,330,360,520,560,550,520,500,480,480,420,420,400,390,370,380,370,380,380,380,390,370,380,400,400,420,430,440,440,270,210,230,220,240,240,240,16630
"100 Parliament Street, London",District Heating,kWh,2011-02-17,240,230,230,240,240,240,240,240,240,250,250,260,260,330,360,530,570,580,560,530,510,500,480,460,430,420,420,400,390,390,380,400,400,380,390,390,410,410,410,420,420,270,230,220,220,230,240,240,17080
"100 Parliament Street, London",District Heating,kWh,2011-02-18,250,240,240,240,240,250,240,240,250,240,250,260,270,340,360,540,580,570,560,530,510,490,500,470,450,450,450,450,460,460,460,450,440,440,460,460,480,480,490,490,520,300,250,240,260,250,260,250,18360
"100 Parliament Street, London",District Heating,kWh,2011-02-19,250,240,240,240,240,230,240,240,240,220,230,250,250,260,250,450,510,490,480,470,470,450,450,450,430,430,430,430,420,410,410,400,400,400,390,400,400,390,390,400,390,270,220,230,230,240,240,230,16420
"**please NOTE: for the period 20th February, 04:00 - 29th March 2011, 10:00 only hourly consumption is available, resulting in a number for the full hour representing the total for this hour, followed by a zero of the half hour"
"100 Parliament Street, London",District Heating,kWh,2011-02-20,240,230,240,240,240,240,240,240,240,0,480,0,490,0,510,0,971,0,969,0,930,0,891,0,900,0,900,0,900,0,898,0,871,0,859,0,871,0,859,0,859,0,520,0,512,0,510,0,16850
"100 Parliament Street, London",District Heating,kWh,2011-02-21,500,0,529,0,541,0,529,0,539,0,541,0,561,0,809,0,1260,0,1240,0,1131,0,1039,0,1010,0,951,0,939,0,900,0,900,0,879,0,900,0,930,0,971,0,529,0,490,0,490,0,19108
"100 Parliament Street, London",District Heating,kWh,2011-02-22,500,0,490,0,500,0,500,0,510,0,510,0,541,0,729,0,1191,0,1180,0,1109,0,1029,0,951,0,910,0,900,0,879,0,850,0,861,0,859,0,850,0,881,0,500,0,449,0,461,0,18140
"100 Parliament Street, London",District Heating,kWh,2011-02-23,469,0,461,0,469,0,471,0,490,0,480,0,490,0,660,0,1068,0,1070,0,980,0,920,0,869,0,811,0,820,0,779,0,740,0,721,0,721,0,719,0,730,0,449,0,400,0,400,0,16187
"100 Parliament Street, London",District Heating,kWh,2011-02-24,410,0,410,0,410,0,400,0,398,0,410,0,420,0,570,0,871,0,889,0,801,0,750,0,670,0,650,0,619,0,621,0,619,0,650,0,639,0,682,0,689,0,439,0,391,0,400,0,13808
"100 Parliament Street, London",District Heating,kWh,2011-02-25,410,0,398,0,410,0,410,0,410,0,420,0,410,0,551,0,830,0,820,0,779,0,699,0,631,0,600,0,631,0,619,0,590,0,609,0,621,0,650,0,648,0,422,0,369,0,369,0,13306
"100 Parliament Street, London",District Heating,kWh,2011-02-26,371,0,369,0,371,0,389,0,381,0,381,0,389,0,400,0,631,0,689,0,699,0,701,0,689,0,689,0,680,0,660,0,670,0,670,0,682,0,689,0,699,0,471,0,449,0,461,0,13280
"100 Parliament Street, London",District Heating,kWh,2011-02-27,459,0,480,0,471,0,490,0,488,0,490,0,500,0,580,0,920,0,891,0,850,0,811,0,770,0,721,0,760,0,789,0,791,0,799,0,801,0,830,0,801,0,510,0,480,0,488,0,15970
"100 Parliament Street, London",District Heating,kWh,2011-02-28,490,0,531,0,539,0,529,0,551,0,551,0,580,0,809,0,1201,0,1170,0,1100,0,1061,0,1020,0,980,0,969,0,971,0,949,0,961,0,971,0,1010,0,1020,0,590,0,520,0,500,0,19573
"100 Parliament Street, London",District Heating,kWh,2011-03-01,510,0,510,0,512,0,520,0,529,0,520,0,561,0,770,0,1230,0,1211,0,1109,0,1051,0,988,0,961,0,949,0,941,0,930,0,910,0,939,0,971,0,1010,0,600,0,539,0,541,0,19312
"100 Parliament Street, London",District Heating,kWh,2011-03-02,551,0,549,0,580,0,561,0,561,0,568,0,602,0,799,0,1320,0,1270,0,1201,0,1070,0,1000,0,930,0,910,0,859,0,820,0,799,0,861,0,910,0,969,0,611,0,559,0,570,0,19430
"100 Parliament Street, London",District Heating,kWh,2011-03-03,580,0,590,0,600,0,590,0,611,0,600,0,641,0,850,0,1410,0,1359,0,1311,0,1170,0,1090,0,1051,0,1039,0,1000,0,971,0,979,0,1021,0,1049,0,1070,0,631,0,559,0,590,0,21362
"100 Parliament Street, London",District Heating,kWh,2011-03-04,592,0,590,0,600,0,590,0,600,0,609,0,650,0,871,0,1439,0,1379,0,1311,0,1221,0,1109,0,1070,0,990,0,939,0,900,0,900,0,930,0,971,0,969,0,551,0,590,0,561,0,20932
"100 Parliament Street, London",District Heating,kWh,2011-03-05,549,0,580,0,580,0,590,0,590,0,611,0,600,0,629,0,1160,0,1121,0,1020,0,971,0,930,0,930,0,891,0,840,0,840,0,830,0,820,0,830,0,828,0,512,0,520,0,520,0,18292
"100 Parliament Street, London",District Heating,kWh,2011-03-06,529,0,521,0,539,0,520,0,541,0,539,0,541,0,570,0,1090,0,1049,0,1000,0,971,0,920,0,881,0,859,0,850,0,850,0,861,0,879,0,900,0,900,0,570,0,539,0,551,0,17970
"100 Parliament Street, London",District Heating,kWh,2011-03-07,609,0,609,0,602,0,590,0,609,0,609,0,641,0,900,0,1410,0,1359,0,1230,0,1049,0,971,0,910,0,850,0,840,0,811,0,830,0,900,0,959,0,1010,0,561,0,570,0,570,0,19999
"100 Parliament Street, London",District Heating,kWh,2011-03-08,559,0,570,0,570,0,561,0,580,0,600,0,631,0,830,0,1359,0,1279,0,1150,0,1000,0,910,0,811,0,779,0,760,0,730,0,730,0,779,0,820,0,859,0,500,0,471,0,469,0,18307
"100 Parliament Street, London",District Heating,kWh,2011-03-09,490,0,490,0,500,0,500,0,500,0,510,0,521,0,680,0,1059,0,1031,0,910,0,820,0,770,0,709,0,721,0,699,0,701,0,730,0,738,0,762,0,789,0,500,0,461,0,459,0,16050
"100 Parliament Street, London",District Heating,kWh,2011-03-10,471,0,459,0,461,0,459,0,451,0,449,0,449,0,621,0,930,0,939,0,861,0,760,0,709,0,650,0,670,0,650,0,650,0,650,0,658,0,711,0,740,0,439,0,410,0,410,0,14657
"100 Parliament Street, London",District Heating,kWh,2011-03-11,420,0,430,0,430,0,441,0,439,0,449,0,480,0,670,0,1051,0,1000,0,910,0,779,0,721,0,689,0,699,0,680,0,670,0,682,0,719,0,740,0,750,0,439,0,400,0,400,0,15088
"100 Parliament Street, London",District Heating,kWh,2011-03-12,410,0,410,0,410,0,420,0,420,0,420,0,420,0,439,0,791,0,799,0,740,0,660,0,609,0,580,0,590,0,570,0,570,0,590,0,621,0,619,0,631,0,420,0,400,0,408,0,12947
"100 Parliament Street, London",District Heating,kWh,2011-03-13,410,0,410,0,410,0,400,0,410,0,400,0,400,0,408,0,711,0,709,0,682,0,670,0,648,0,660,0,641,0,631,0,639,0,631,0,619,0,650,0,650,0,439,0,430,0,432,0,13090
"100 Parliament Street, London",District Heating,kWh,2011-03-14,430,0,439,0,459,0,461,0,480,0,469,0,480,0,770,0,1000,0,1221,0,900,0,811,0,709,0,680,0,691,0,680,0,699,0,711,0,760,0,779,0,801,0,459,0,420,0,410,0,15719
"100 Parliament Street, London",District Heating,kWh,2011-03-15,430,0,420,0,432,0,420,0,430,0,430,0,420,0,600,0,910,0,961,0,879,0,779,0,691,0,680,0,680,0,689,0,682,0,699,0,740,0,740,0,750,0,439,0,391,0,389,0,14681
"100 Parliament Street, London",District Heating,kWh,2011-03-16,391,0,391,0,398,0,400,0,400,0,410,0,410,0,580,0,891,0,898,0,881,0,779,0,730,0,711,0,699,0,699,0,682,0,689,0,689,0,740,0,770,0,471,0,430,0,430,0,14569
"100 Parliament Street, London",District Heating,kWh,2011-03-17,439,0,451,0,449,0,461,0,469,0,471,0,490,0,721,0,1090,0,1080,0,1000,0,920,0,859,0,811,0,770,0,760,0,711,0,699,0,699,0,721,0,721,0,439,0,391,0,410,0,16032
"100 Parliament Street, London",District Heating,kWh,2011-03-18,389,0,400,0,400,0,410,0,410,0,420,0,449,0,631,0,949,0,939,0,910,0,861,0,840,0,830,0,830,0,818,0,830,0,830,0,811,0,820,0,840,0,490,0,449,0,471,0,16027
"100 Parliament Street, London",District Heating,kWh,2011-03-19,529,0,510,0,510,0,521,0,510,0,529,0,541,0,590,0,1000,0,900,0,799,0,760,0,771,0,719,0,711,0,660,0,670,0,670,0,689,0,740,0,760,0,520,0,510,0,521,0,15640
"100 Parliament Street, London",District Heating,kWh,2011-03-20,529,0,551,0,559,0,561,0,580,0,580,0,580,0,590,0,1061,0,1029,0,939,0,861,0,809,0,760,0,721,0,680,0,670,0,670,0,670,0,721,0,721,0,479,0,480,0,480,0,16281
"100 Parliament Street, London",District Heating,kWh,2011-03-21,490,0,529,0,531,0,539,0,539,0,551,0,570,0,820,0,1199,0,1150,0,1010,0,891,0,809,0,660,0,631,0,600,0,590,0,600,0,611,0,639,0,641,0,420,0,371,0,389,0,15780
"100 Parliament Street, London",District Heating,kWh,2011-03-22,391,0,381,0,379,0,400,0,410,0,420,0,410,0,559,0,842,0,850,0,760,0,660,0,609,0,580,0,570,0,570,0,539,0,561,0,561,0,580,0,580,0,389,0,350,0,361,0,12712
"100 Parliament Street, London",District Heating,kWh,2011-03-23,369,0,381,0,369,0,361,0,379,0,381,0,389,0,551,0,789,0,1021,0,660,0,529,0,561,0,520,0,529,0,490,0,510,0,500,0,521,0,559,0,600,0,400,0,381,0,369,0,12119
"100 Parliament Street, London",District Heating,kWh,2011-03-24,371,0,369,0,350,0,361,0,430,0,410,0,410,0,609,0,859,0,811,0,730,0,600,0,561,0,539,0,531,0,529,0,529,0,541,0,570,0,600,0,650,0,420,0,369,0,369,0,12518
"100 Parliament Street, London",District Heating,kWh,2011-03-25,381,0,0,0,0,0,379,0,381,0,391,0,410,0,590,0,820,0,789,0,750,0,600,0,551,0,520,0,500,0,480,0,490,0,459,0,500,0,541,0,559,0,381,0,350,0,371,0,11193
"100 Parliament Street, London",District Heating,kWh,2011-03-26,369,0,381,0,379,0,391,0,400,0,410,0,389,0,371,0,590,0,600,0,600,0,551,0,549,0,531,0,549,0,580,0,580,0,611,0,648,0,670,0,650,0,451,0,430,0,410,0,12090
"100 Parliament Street, London",District Heating,kWh,2011-03-27,420,0,0,0,0,0,420,0,420,0,430,0,439,0,480,0,781,0,799,0,760,0,721,0,650,0,600,0,580,0,549,0,521,0,520,0,539,0,0,0,0,0,430,0,410,0,420,0,10889
"100 Parliament Street, London",District Heating,kWh,2011-03-28,439,0,449,0,420,0,420,0,432,0,439,0,449,0,680,0,910,0,900,0,830,0,740,0,660,0,619,0,580,0,580,0,561,0,551,0,568,0,602,0,648,0,410,0,371,0,400,0,13658
"Please NOTE: due to a disconnection issue there is no data available for the time period 2011-03-29 10:30 - 2011-03-31 17:00"
"100 Parliament Street, London",District Heating,kWh,2011-03-29,398,0,441,0,410,0,410,0,389,0,400,0,430,0,600,0,881,0,900,0,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,6079E
"100 Parliament Street, London",District Heating,kWh,2011-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100 Parliament Street, London",District Heating,kWh,2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,250,250,260,210,170,150,160,160,160,170,160,160,32965E
"100 Parliament Street, London",District Heating,kWh,2011-04-01,160,170,160,170,160,170,160,170,160,170,160,210,230,290,330,330,330,320,310,300,280,260,250,260,260,260,260,240,250,240,240,250,240,240,240,240,250,250,240,200,150,150,160,140,150,150,150,140,10600
"100 Parliament Street, London",District Heating,kWh,2011-04-02,150,150,150,150,150,160,150,160,150,150,150,150,160,190,240,240,230,220,220,210,200,210,200,190,200,190,200,190,190,190,190,200,190,200,190,200,210,200,200,190,160,150,150,160,160,160,160,170,8730
"100 Parliament Street, London",District Heating,kWh,2011-04-03,160,170,170,170,160,160,170,170,160,180,170,180,180,230,280,290,270,260,260,260,230,230,210,220,210,210,210,200,210,210,210,210,200,210,210,210,220,230,230,200,170,160,160,170,170,180,170,180,9680
"100 Parliament Street, London",District Heating,kWh,2011-04-04,190,190,190,180,190,200,190,200,190,200,210,360,270,370,430,420,400,370,360,330,330,310,300,300,320,300,290,300,290,280,270,270,270,270,280,290,290,300,300,230,170,160,170,170,180,170,170,170,12590
"100 Parliament Street, London",District Heating,kWh,2011-04-05,180,170,170,180,180,170,180,180,170,180,180,240,250,330,390,380,380,370,350,330,320,310,300,290,290,300,280,290,280,290,280,280,280,280,280,290,290,280,290,220,160,150,160,160,160,160,150,160,11940
"100 Parliament Street, London",District Heating,kWh,2011-04-06,160,160,160,150,160,160,160,160,160,150,160,200,210,250,310,310,300,270,270,250,240,230,220,220,210,210,220,210,210,210,210,200,210,210,200,210,200,210,210,190,140,140,150,140,150,150,150,160,9520
"100 Parliament Street, London",District Heating,kWh,2011-04-06,160,160,160,150,160,160,160,160,160,150,160,200,210,250,310,310,300,270,270,250,240,230,220,220,210,210,220,210,210,210,210,200,210,210,200,210,200,210,210,190,140,140,150,140,150,150,150,160,9520
"100 Parliament Street, London",District Heating,kWh,2011-04-07,150,170,160,170,160,170,180,180,170,190,180,250,260,320,370,350,300,350,280,270,230,230,240,210,220,210,210,190,200,210,210,210,210,210,210,220,210,220,210,190,140,140,150,140,150,140,150,160,10050
"100 Parliament Street, London",District Heating,kWh,2011-04-08,170,170,180,180,180,180,190,200,210,200,180,240,250,300,330,320,300,310,300,280,250,250,240,220,220,210,210,210,210,200,210,200,190,200,200,200,190,200,200,170,130,130,120,130,130,130,130,150,9900
"100 Parliament Street, London",District Heating,kWh,2011-04-09,170,160,160,160,170,170,180,180,180,180,180,210,190,240,270,260,250,240,220,220,210,200,200,200,190,180,180,170,190,180,180,190,190,190,200,210,210,220,240,200,190,200,190,190,180,190,190,180,9430
"100 Parliament Street, London",District Heating,kWh,2011-04-10,190,190,190,190,200,200,200,190,200,210,210,210,220,270,310,310,300,270,270,280,250,230,220,220,200,210,200,190,180,190,190,180,190,190,190,190,200,200,210,180,150,170,170,170,170,180,180,190,10000
"100 Parliament Street, London",District Heating,kWh,2011-04-11,190,190,200,190,200,200,200,190,180,180,180,370,250,310,360,360,310,310,280,270,240,240,240,220,210,220,200,210,200,190,200,200,210,220,210,230,250,240,230,200,150,150,150,160,160,160,160,160,10530
"100 Parliament Street, London",District Heating,kWh,2011-04-12,170,170,170,180,180,180,190,180,190,190,200,270,280,340,380,380,360,340,330,320,280,270,280,280,260,260,260,250,250,250,250,250,240,240,240,240,260,260,260,200,140,150,160,140,160,160,150,160,11300
"100 Parliament Street, London",District Heating,kWh,2011-04-13,160,160,170,160,170,170,180,170,170,180,180,240,260,320,370,370,370,340,340,310,310,290,280,270,270,280,270,270,260,250,260,260,260,270,270,270,290,290,290,210,150,170,160,160,160,170,160,160,11500
"100 Parliament Street, London",District Heating,kWh,2011-04-14,160,170,170,170,160,170,160,170,160,160,170,240,260,310,340,360,340,330,320,310,290,270,270,260,260,260,260,270,250,250,260,250,260,260,260,260,260,270,270,190,140,140,140,150,150,150,150,150,10980
"100 Parliament Street, London",District Heating,kWh,2011-04-15,140,150,150,150,150,150,150,160,150,150,160,210,240,280,330,340,320,310,290,280,260,260,260,250,250,230,240,240,230,230,220,220,230,230,230,240,230,240,230,180,130,130,140,140,140,140,140,140,10060
